contract,expiry_month,expiry_year,date,price,volume,expiry_date
PWFZ29,Dec 2029,2029,05-03-2026,13632.0,0.0,
PWFF30,Jan 2030,2030,05-03-2026,13164.0,0.0,
PWFG30,Feb 2030,2030,05-03-2026,13164.0,0.0,
PWFH30,Mar 2030,2030,05-03-2026,13164.0,0.0,
PWFJ30,Apr 2030,2030,05-03-2026,13164.0,0.0,
PWFK30,May 2030,2030,05-03-2026,13164.0,0.0,
PWFM30,Jun 2030,2030,05-03-2026,13164.0,0.0,
PWFN30,Jul 2030,2030,05-03-2026,13164.0,0.0,
PWFQ30,Aug 2030,2030,05-03-2026,13164.0,0.0,
PWFU30,Sep 2030,2030,05-03-2026,13164.0,0.0,
PWFV30,Oct 2030,2030,05-03-2026,13164.0,0.0,
PWFX30,Nov 2030,2030,05-03-2026,13164.0,0.0,
PWFZ30,Dec 2030,2030,05-03-2026,13164.0,0.0,
PWFF31,Jan 2031,2031,05-03-2026,12936.0,0.0,
PWFG31,Feb 2031,2031,05-03-2026,12936.0,0.0,
PWFH31,Mar 2031,2031,05-03-2026,12936.0,0.0,
PWFJ31,Apr 2031,2031,05-03-2026,12936.0,0.0,
PWFK31,May 2031,2031,05-03-2026,12936.0,0.0,
PWFM31,Jun 2031,2031,05-03-2026,12936.0,0.0,
PWFN31,Jul 2031,2031,05-03-2026,12936.0,0.0,
PWFQ31,Aug 2031,2031,05-03-2026,12936.0,0.0,
PWFU31,Sep 2031,2031,05-03-2026,12936.0,0.0,
PWFV31,Oct 2031,2031,05-03-2026,12936.0,0.0,
PWFX31,Nov 2031,2031,05-03-2026,12936.0,0.0,
PWFZ31,Dec 2031,2031,05-03-2026,12936.0,0.0,
PWFF32,Jan 2032,2032,05-03-2026,12904.0,0.0,
PWFG32,Feb 2032,2032,05-03-2026,12904.0,0.0,
PWFH32,Mar 2032,2032,05-03-2026,12904.0,0.0,
PWFJ32,Apr 2032,2032,05-03-2026,12904.0,0.0,
PWFK32,May 2032,2032,05-03-2026,12904.0,0.0,
PWFM32,Jun 2032,2032,05-03-2026,12904.0,0.0,
PWFN32,Jul 2032,2032,05-03-2026,12904.0,0.0,
PWFQ32,Aug 2032,2032,05-03-2026,12904.0,0.0,
PWFU32,Sep 2032,2032,05-03-2026,12904.0,0.0,
PWFV32,Oct 2032,2032,05-03-2026,12904.0,0.0,
PWFX32,Nov 2032,2032,05-03-2026,12904.0,0.0,
PWFZ32,Dec 2032,2032,05-03-2026,12904.0,0.0,
PWFH26,Mar 2026,2026,06-03-2026,17907.0,430.0,31-03-2026
PWFJ26,Apr 2026,2026,06-03-2026,19650.0,1394.0,30-04-2026
PWFK26,May 2026,2026,06-03-2026,19357.0,994.0,29-05-2026
PWFM26,Jun 2026,2026,06-03-2026,18414.0,1134.0,30-06-2026
PWFN26,Jul 2026,2026,06-03-2026,17143.0,475.0,31-07-2026
PWFQ26,Aug 2026,2026,06-03-2026,16864.0,430.0,31-08-2026
PWFU26,Sep 2026,2026,06-03-2026,16664.0,430.0,30-09-2026
PWFV26,Oct 2026,2026,06-03-2026,15604.0,150.0,30-10-2026
PWFX26,Nov 2026,2026,06-03-2026,15604.0,150.0,30-11-2026
PWFZ26,Dec 2026,2026,06-03-2026,15604.0,150.0,24-12-2026
PWFF27,Jan 2027,2027,06-03-2026,13471.0,25.0,29-01-2027
PWFG27,Feb 2027,2027,06-03-2026,13471.0,25.0,26-02-2027
PWFH27,Mar 2027,2027,06-03-2026,13471.0,25.0,31-03-2027
PWFJ27,Apr 2027,2027,06-03-2026,14861.0,25.0,30-04-2027
PWFK27,May 2027,2027,06-03-2026,14861.0,25.0,31-05-2027
PWFM27,Jun 2027,2027,06-03-2026,14861.0,25.0,30-06-2027
PWFN27,Jul 2027,2027,06-03-2026,14442.0,25.0,30-07-2027
PWFQ27,Aug 2027,2027,06-03-2026,14442.0,25.0,31-08-2027
PWFU27,Sep 2027,2027,06-03-2026,14442.0,25.0,30-09-2027
PWFV27,Oct 2027,2027,06-03-2026,14442.0,25.0,29-10-2027
PWFX27,Nov 2027,2027,06-03-2026,14442.0,25.0,30-11-2027
PWFZ27,Dec 2027,2027,06-03-2026,14442.0,25.0,24-12-2027
PWFF28,Jan 2028,2028,06-03-2026,13436.0,0.0,31-01-2028
PWFG28,Feb 2028,2028,06-03-2026,13436.0,0.0,29-02-2028
PWFH28,Mar 2028,2028,06-03-2026,13436.0,0.0,31-03-2028
PWFJ28,Apr 2028,2028,06-03-2026,13436.0,0.0,28-04-2028
PWFK28,May 2028,2028,06-03-2026,13436.0,0.0,31-05-2028
PWFM28,Jun 2028,2028,06-03-2026,13436.0,0.0,30-06-2028
PWFN28,Jul 2028,2028,06-03-2026,13436.0,0.0,31-07-2028
PWFQ28,Aug 2028,2028,06-03-2026,13436.0,0.0,31-08-2028
PWFU28,Sep 2028,2028,06-03-2026,13436.0,0.0,29-09-2028
PWFV28,Oct 2028,2028,06-03-2026,13436.0,0.0,31-10-2028
PWFX28,Nov 2028,2028,06-03-2026,13436.0,0.0,30-11-2028
PWFZ28,Dec 2028,2028,06-03-2026,13436.0,0.0,22-12-2028
PWFF29,Jan 2029,2029,06-03-2026,13464.0,0.0,31-01-2029
PWFG29,Feb 2029,2029,06-03-2026,13464.0,0.0,28-02-2029
PWFH29,Mar 2029,2029,06-03-2026,13464.0,0.0,30-03-2029
PWFJ29,Apr 2029,2029,06-03-2026,13464.0,0.0,30-04-2029
PWFK29,May 2029,2029,06-03-2026,13464.0,0.0,31-05-2029
PWFM29,Jun 2029,2029,06-03-2026,13464.0,0.0,29-06-2029
PWFN29,Jul 2029,2029,06-03-2026,13464.0,0.0,31-07-2029
PWFQ29,Aug 2029,2029,06-03-2026,13464.0,0.0,31-08-2029
PWFU29,Sep 2029,2029,06-03-2026,13464.0,0.0,28-09-2029
PWFV29,Oct 2029,2029,06-03-2026,13464.0,0.0,31-10-2029
PWFX29,Nov 2029,2029,06-03-2026,13464.0,0.0,30-11-2029
PWFZ29,Dec 2029,2029,06-03-2026,13464.0,0.0,24-12-2029
PWFF30,Jan 2030,2030,06-03-2026,13121.0,0.0,31-01-2030
PWFG30,Feb 2030,2030,06-03-2026,13121.0,0.0,28-02-2030
PWFH30,Mar 2030,2030,06-03-2026,13121.0,0.0,29-03-2030
PWFJ30,Apr 2030,2030,06-03-2026,13121.0,0.0,30-04-2030
PWFK30,May 2030,2030,06-03-2026,13121.0,0.0,31-05-2030
PWFM30,Jun 2030,2030,06-03-2026,13121.0,0.0,28-06-2030
PWFN30,Jul 2030,2030,06-03-2026,13121.0,0.0,31-07-2030
PWFQ30,Aug 2030,2030,06-03-2026,13121.0,0.0,30-08-2030
PWFU30,Sep 2030,2030,06-03-2026,13121.0,0.0,30-09-2030
PWFV30,Oct 2030,2030,06-03-2026,13121.0,0.0,31-10-2030
PWFX30,Nov 2030,2030,06-03-2026,13121.0,0.0,29-11-2030
PWFZ30,Dec 2030,2030,06-03-2026,13121.0,0.0,24-12-2030
PWFF31,Jan 2031,2031,06-03-2026,12914.0,0.0,31-01-2031
PWFG31,Feb 2031,2031,06-03-2026,12914.0,0.0,28-02-2031
PWFH31,Mar 2031,2031,06-03-2026,12914.0,0.0,31-03-2031
PWFJ31,Apr 2031,2031,06-03-2026,12914.0,0.0,30-04-2031
PWFK31,May 2031,2031,06-03-2026,12914.0,0.0,30-05-2031
PWFM31,Jun 2031,2031,06-03-2026,12914.0,0.0,30-06-2031
PWFN31,Jul 2031,2031,06-03-2026,12914.0,0.0,31-07-2031
PWFQ31,Aug 2031,2031,06-03-2026,12914.0,0.0,29-08-2031
PWFU31,Sep 2031,2031,06-03-2026,12914.0,0.0,30-09-2031
PWFV31,Oct 2031,2031,06-03-2026,12914.0,0.0,31-10-2031
PWFX31,Nov 2031,2031,06-03-2026,12914.0,0.0,28-11-2031
PWFZ31,Dec 2031,2031,06-03-2026,12914.0,0.0,24-12-2031
PWFF32,Jan 2032,2032,06-03-2026,12886.0,0.0,30-01-2032
PWFG32,Feb 2032,2032,06-03-2026,12886.0,0.0,27-02-2032
PWFH32,Mar 2032,2032,06-03-2026,12886.0,0.0,31-03-2032
PWFJ32,Apr 2032,2032,06-03-2026,12886.0,0.0,30-04-2032
PWFK32,May 2032,2032,06-03-2026,12886.0,0.0,31-05-2032
PWFM32,Jun 2032,2032,06-03-2026,12886.0,0.0,30-06-2032
PWFN32,Jul 2032,2032,06-03-2026,12886.0,0.0,30-07-2032
PWFQ32,Aug 2032,2032,06-03-2026,12886.0,0.0,31-08-2032
PWFU32,Sep 2032,2032,06-03-2026,12886.0,0.0,30-09-2032
PWFV32,Oct 2032,2032,06-03-2026,12886.0,0.0,29-10-2032
PWFX32,Nov 2032,2032,06-03-2026,12886.0,0.0,30-11-2032
PWFZ32,Dec 2032,2032,06-03-2026,12886.0,0.0,24-12-2032
